Ride_ID,City,Date,Hour,Pickup_Zone,Drop_Zone,Ride_Distance_km,Estimated_Fare,Surge_Multiplier,EV_Battery_%,Driver_Available,Charging_Station_Nearby,Weather,Ride_Status,Cancellation_By
627,Hyderabad,2025-01-27,22,6,5,11.36,530.22,1.5,63,Yes,No,Clear,Completed,
628,Hyderabad,2025-01-27,13,2,2,19.83,748.98,2.0,50,Yes,Yes,Clear,Completed,
629,Mumbai,2025-01-27,1,6,4,4.89,766.52,1.0,19,No,Yes,Heavy Rain,Cancelled,Driver
630,Hyderabad,2025-01-27,12,5,5,15.84,672.18,1.0,39,Yes,No,Clear,Completed,
631,Delhi,2025-01-27,1,1,2,13.35,222.76,2.0,96,Yes,Yes,Rain,Completed,
632,Bengaluru,2025-01-27,16,6,5,21.93,125.37,1.5,94,Yes,No,Clear,Completed,
633,Mumbai,2025-01-27,9,9,6,12.79,386.01,1.2,27,Yes,Yes,Rain,Completed,
634,Mumbai,2025-01-27,12,2,5,17.12,441.43,1.5,27,Yes,Yes,Rain,Completed,
635,Bengaluru,2025-01-27,16,8,9,21.18,528.66,1.5,62,Yes,Yes,Clear,Completed,
636,Delhi,2025-01-27,3,6,8,19.06,357.94,1.5,49,Yes,No,Rain,Completed,
637,Hyderabad,2025-01-27,20,1,9,2.9,318.49,1.2,19,Yes,No,Clear,Cancelled,Driver
638,Delhi,2025-01-27,12,6,5,7.14,447.25,1.0,26,Yes,Yes,Clear,Completed,
639,Bengaluru,2025-01-27,7,7,8,13.67,127.68,1.2,97,No,No,Clear,Cancelled,Driver
640,Bengaluru,2025-01-27,14,6,9,16.21,435.49,2.0,60,Yes,No,Rain,Completed,
641,Bengaluru,2025-01-27,15,2,1,14.23,432.42,1.0,63,Yes,Yes,Clear,Completed,
642,Mumbai,2025-01-27,7,7,3,16.68,153.19,1.5,98,Yes,Yes,Heavy Rain,Completed,
643,Bengaluru,2025-01-27,7,10,7,14.39,192.19,1.0,68,Yes,Yes,Rain,Completed,
644,Bengaluru,2025-01-27,1,10,3,19.5,148.31,1.5,80,Yes,Yes,Clear,Completed,
645,Delhi,2025-01-27,13,8,6,18.25,186.25,1.5,57,No,No,Clear,Cancelled,Rider
646,Mumbai,2025-01-27,0,6,10,11.47,302.42,2.0,92,No,No,Clear,Cancelled,System
647,Hyderabad,2025-01-27,19,6,4,2.74,545.44,1.5,71,Yes,Yes,Rain,Cancelled,Rider
648,Bengaluru,2025-01-27,5,4,3,20.19,645.83,2.0,83,No,Yes,Heavy Rain,Cancelled,Driver
649,Mumbai,2025-01-28,7,3,4,16.52,562.61,1.2,85,Yes,Yes,Clear,Completed,
650,Delhi,2025-01-28,8,7,1,9.11,465.26,1.0,18,Yes,No,Rain,Cancelled,Driver
651,Mumbai,2025-01-28,22,1,8,10.4,430.07,1.2,65,Yes,Yes,Clear,Completed,
652,Bengaluru,2025-01-28,16,4,6,5.46,697.75,2.0,35,Yes,Yes,Rain,Completed,
653,Bengaluru,2025-01-28,11,3,7,5.31,729.53,2.0,49,Yes,Yes,Rain,Completed,
654,Hyderabad,2025-01-28,8,8,1,18.0,131.03,1.2,80,Yes,Yes,Clear,Completed,
655,Mumbai,2025-01-28,21,5,1,14.82,484.21,1.5,96,Yes,Yes,Rain,Completed,
656,Hyderabad,2025-01-28,10,6,10,17.37,400.47,1.2,41,Yes,Yes,Clear,Completed,
657,Bengaluru,2025-01-28,14,9,4,12.47,782.68,1.2,75,Yes,No,Clear,Completed,
658,Mumbai,2025-01-28,12,7,2,14.78,594.21,1.2,15,Yes,No,Rain,Cancelled,Driver
659,Mumbai,2025-01-28,19,7,2,23.78,498.83,1.0,77,No,Yes,Heavy Rain,Cancelled,Driver
660,Mumbai,2025-01-28,1,10,6,15.56,230.75,1.2,86,Yes,No,Clear,Completed,
661,Hyderabad,2025-01-28,17,7,6,11.31,780.56,1.5,53,Yes,Yes,Rain,Completed,
662,Mumbai,2025-01-28,23,7,10,14.73,236.54,1.5,88,Yes,No,Rain,Completed,
663,Mumbai,2025-01-28,4,6,5,17.71,513.66,1.2,26,No,Yes,Clear,Cancelled,Rider
664,Bengaluru,2025-01-28,4,1,9,3.11,182.48,1.2,92,Yes,Yes,Heavy Rain,Cancelled,Driver
665,Delhi,2025-01-28,8,4,1,6.42,218.02,1.5,90,Yes,Yes,Clear,Completed,
666,Hyderabad,2025-01-28,3,8,2,7.84,269.64,1.0,48,Yes,Yes,Rain,Completed,
667,Hyderabad,2025-01-28,11,7,6,21.97,767.68,1.2,37,Yes,No,Rain,Completed,
668,Mumbai,2025-01-28,18,3,5,12.07,558.03,2.0,72,Yes,No,Clear,Completed,
669,Mumbai,2025-01-28,0,2,8,9.92,582.01,1.2,54,Yes,Yes,Rain,Completed,
670,Hyderabad,2025-01-28,9,9,10,10.59,141.08,1.0,58,Yes,Yes,Clear,Completed,
671,Hyderabad,2025-01-28,0,4,4,10.43,647.37,2.0,76,Yes,Yes,Heavy Rain,Completed,
672,Bengaluru,2025-01-28,21,10,4,8.49,510.29,1.0,54,Yes,Yes,Clear,Completed,
673,Delhi,2025-01-29,0,1,1,6.12,650.65,1.0,79,Yes,No,Clear,Completed,
674,Mumbai,2025-01-29,10,1,4,24.58,558.93,1.0,39,Yes,Yes,Clear,Completed,
675,Delhi,2025-01-29,15,7,7,3.93,504.49,1.0,48,Yes,No,Heavy Rain,Completed,
676,Delhi,2025-01-29,14,1,2,19.64,152.95,2.0,97,Yes,Yes,Clear,Cancelled,Driver
677,Delhi,2025-01-29,18,4,6,15.99,424.77,2.0,32,Yes,Yes,Clear,Completed,
678,Mumbai,2025-01-29,12,6,2,4.77,414.52,1.5,76,No,Yes,Clear,Cancelled,Driver
679,Delhi,2025-01-29,12,3,10,4.49,652.47,1.0,72,Yes,Yes,Rain,Completed,
680,Delhi,2025-01-29,7,5,6,22.78,364.51,2.0,69,Yes,Yes,Rain,Completed,
681,Bengaluru,2025-01-29,9,10,7,11.35,668.52,1.5,44,Yes,No,Rain,Completed,
682,Bengaluru,2025-01-29,14,2,7,6.27,632.0,1.0,41,Yes,Yes,Clear,Completed,
683,Delhi,2025-01-29,20,1,7,5.3,196.29,1.5,67,Yes,Yes,Rain,Cancelled,System
684,Bengaluru,2025-01-29,21,8,3,4.83,195.74,1.0,39,No,No,Clear,Cancelled,Rider
685,Hyderabad,2025-01-29,7,7,9,18.6,574.74,1.2,45,Yes,No,Heavy Rain,Completed,
686,Mumbai,2025-01-29,8,1,1,4.17,418.69,1.0,42,Yes,No,Heavy Rain,Cancelled,Driver
687,Delhi,2025-01-29,13,3,9,18.62,623.8,1.5,92,Yes,Yes,Clear,Completed,
688,Delhi,2025-01-29,3,5,1,8.36,267.57,1.5,19,Yes,Yes,Clear,Cancelled,Rider
689,Bengaluru,2025-01-29,2,2,9,6.82,614.07,1.2,31,Yes,Yes,Rain,Completed,
690,Mumbai,2025-01-29,10,1,5,14.49,262.01,1.5,25,Yes,Yes,Clear,Cancelled,Driver
691,Delhi,2025-01-29,22,9,2,19.52,248.41,1.0,99,Yes,Yes,Rain,Completed,
692,Bengaluru,2025-01-29,18,3,10,17.46,697.29,1.2,71,Yes,Yes,Rain,Completed,
693,Mumbai,2025-01-29,0,5,9,3.44,696.27,1.0,92,Yes,Yes,Rain,Completed,
694,Hyderabad,2025-01-29,12,4,2,8.59,510.58,1.5,21,Yes,Yes,Clear,Cancelled,Rider
695,Bengaluru,2025-01-29,17,9,10,5.59,791.61,2.0,75,No,No,Clear,Cancelled,Driver
696,Bengaluru,2025-01-29,2,9,2,8.34,781.87,1.0,96,Yes,Yes,Clear,Completed,
697,Bengaluru,2025-01-30,19,9,2,12.39,599.16,1.0,84,Yes,No,Heavy Rain,Completed,
698,Delhi,2025-01-30,10,2,9,4.3,615.95,1.2,34,Yes,Yes,Clear,Completed,
699,Hyderabad,2025-01-30,19,7,9,21.72,617.95,1.5,89,Yes,Yes,Rain,Completed,
700,Delhi,2025-01-30,16,3,8,23.58,578.11,2.0,80,Yes,Yes,Clear,Completed,
701,Bengaluru,2025-01-30,23,3,8,9.4,158.36,1.0,92,Yes,Yes,Clear,Completed,
702,Hyderabad,2025-01-30,9,9,3,24.59,696.4,1.5,83,Yes,Yes,Rain,Completed,
703,Mumbai,2025-01-30,16,1,10,9.45,612.24,1.5,32,Yes,Yes,Rain,Completed,
704,Mumbai,2025-01-30,6,10,1,7.73,304.33,1.5,63,Yes,Yes,Clear,Completed,
705,Mumbai,2025-01-30,23,3,2,23.13,727.67,1.2,31,Yes,No,Clear,Completed,
706,Hyderabad,2025-01-30,2,7,1,9.03,561.48,2.0,88,Yes,Yes,Heavy Rain,Completed,
707,Mumbai,2025-01-30,21,5,9,19.13,144.01,1.2,22,Yes,Yes,Clear,Completed,
708,Bengaluru,2025-01-30,23,4,5,17.85,240.3,2.0,91,Yes,No,Clear,Completed,
709,Delhi,2025-01-30,20,4,3,18.45,570.0,1.5,73,Yes,Yes,Clear,Cancelled,Driver
710,Bengaluru,2025-01-30,4,8,4,19.76,365.03,1.2,15,Yes,Yes,Clear,Cancelled,System
711,Delhi,2025-01-30,17,4,7,14.31,216.07,1.0,65,Yes,Yes,Clear,Completed,
712,Bengaluru,2025-01-30,21,7,10,16.24,156.86,2.0,43,Yes,Yes,Rain,Completed,
713,Bengaluru,2025-01-30,4,3,4,4.31,513.41,1.0,81,Yes,No,Heavy Rain,Completed,
714,Bengaluru,2025-01-30,18,6,3,3.92,681.72,1.5,36,Yes,Yes,Clear,Cancelled,Driver
715,Bengaluru,2025-01-30,6,5,5,11.6,780.02,1.5,43,No,No,Rain,Cancelled,Rider
716,Hyderabad,2025-01-30,20,8,9,23.82,210.94,1.0,83,Yes,No,Clear,Completed,
717,Mumbai,2025-01-30,9,4,4,8.42,329.93,1.2,69,Yes,No,Clear,Completed,
718,Delhi,2025-01-30,5,9,9,6.84,340.5,2.0,98,Yes,No,Clear,Cancelled,System
719,Mumbai,2025-01-30,4,7,6,23.37,492.29,1.0,20,Yes,No,Clear,Completed,
720,Delhi,2025-01-30,16,3,3,2.04,189.31,1.2,26,Yes,No,Clear,Completed,
721,Bengaluru,2025-01-31,15,2,5,15.45,775.42,1.2,73,Yes,Yes,Clear,Cancelled,System
722,Hyderabad,2025-01-31,23,3,6,2.4,152.92,1.2,51,Yes,No,Clear,Completed,
723,Bengaluru,2025-01-31,11,9,6,7.84,464.09,2.0,80,Yes,No,Clear,Completed,
724,Mumbai,2025-01-31,5,2,6,21.74,789.29,2.0,99,Yes,Yes,Rain,Cancelled,Driver
725,Hyderabad,2025-01-31,11,6,3,6.61,529.13,1.0,62,No,No,Heavy Rain,Cancelled,Rider
726,Hyderabad,2025-01-31,9,3,2,21.95,470.32,1.0,26,No,No,Clear,Cancelled,System
727,Mumbai,2025-01-31,3,1,9,18.85,432.84,1.0,54,No,Yes,Clear,Cancelled,Rider
728,Mumbai,2025-01-31,14,5,10,11.86,606.23,1.5,87,Yes,Yes,Clear,Completed,
729,Hyderabad,2025-01-31,7,7,4,3.43,527.87,1.2,44,Yes,Yes,Clear,Completed,
730,Delhi,2025-01-31,10,8,9,3.45,639.39,2.0,85,Yes,No,Clear,Completed,
731,Hyderabad,2025-01-31,14,3,4,11.64,614.25,2.0,60,No,Yes,Clear,Cancelled,System
732,Delhi,2025-01-31,7,6,6,9.95,618.83,2.0,94,Yes,No,Clear,Cancelled,System
733,Delhi,2025-01-31,5,4,9,13.46,515.69,1.5,96,Yes,Yes,Clear,Completed,
734,Mumbai,2025-01-31,5,3,6,10.49,777.37,1.2,63,No,Yes,Heavy Rain,Cancelled,Rider
735,Delhi,2025-01-31,0,9,3,6.58,280.26,2.0,85,Yes,Yes,Clear,Completed,
736,Mumbai,2025-01-31,0,7,6,2.31,446.3,1.0,69,Yes,No,Clear,Completed,
737,Hyderabad,2025-01-31,10,1,10,10.63,237.13,1.0,51,Yes,Yes,Clear,Completed,
738,Bengaluru,2025-01-31,13,6,2,22.0,590.99,1.0,98,Yes,No,Clear,Completed,
739,Mumbai,2025-01-31,11,4,10,8.26,799.68,1.2,45,Yes,No,Clear,Completed,
740,Bengaluru,2025-01-31,19,1,2,23.18,622.08,1.5,76,Yes,Yes,Rain,Completed,
741,Hyderabad,2025-01-31,10,4,7,22.29,296.81,1.5,41,Yes,Yes,Rain,Completed,
742,Bengaluru,2025-01-31,15,9,9,18.42,734.16,1.5,90,Yes,Yes,Clear,Completed,
743,Hyderabad,2025-01-31,16,4,2,11.82,147.09,1.5,77,Yes,Yes,Heavy Rain,Completed,
744,Delhi,2025-01-31,20,10,10,15.68,630.69,1.2,19,Yes,Yes,Rain,Cancelled,Driver
745,Mumbai,2025-02-01,10,3,6,11.72,488.8,1.5,42,Yes,Yes,Rain,Completed,
746,Mumbai,2025-02-01,2,6,10,8.56,170.39,2.0,45,Yes,No,Clear,Completed,
747,Hyderabad,2025-02-01,0,2,4,9.39,168.89,1.5,81,Yes,Yes,Rain,Completed,
748,Bengaluru,2025-02-01,12,9,3,7.76,227.78,2.0,66,Yes,Yes,Rain,Completed,
749,Hyderabad,2025-02-01,6,6,5,6.66,702.65,1.5,22,Yes,Yes,Clear,Completed,
750,Delhi,2025-02-01,21,10,10,4.65,168.98,1.2,32,Yes,No,Clear,Completed,
751,Hyderabad,2025-02-01,1,1,6,7.72,398.58,1.2,38,Yes,Yes,Clear,Completed,
752,Hyderabad,2025-02-01,6,7,5,21.72,459.09,1.2,69,Yes,Yes,Rain,Completed,
753,Bengaluru,2025-02-01,15,7,1,18.22,332.98,1.5,32,Yes,No,Clear,Completed,
754,Bengaluru,2025-02-01,15,3,10,23.81,126.93,1.5,73,Yes,No,Clear,Completed,
755,Mumbai,2025-02-01,20,7,4,3.26,169.02,2.0,20,Yes,No,Clear,Completed,
756,Delhi,2025-02-01,7,2,7,17.89,641.93,2.0,37,Yes,No,Heavy Rain,Completed,
757,Delhi,2025-02-01,19,7,8,9.58,136.7,1.5,98,Yes,No,Clear,Completed,
758,Delhi,2025-02-01,14,1,9,12.46,759.62,2.0,34,Yes,Yes,Clear,Completed,
759,Hyderabad,2025-02-01,15,2,1,24.8,664.24,1.2,90,Yes,Yes,Clear,Completed,
760,Delhi,2025-02-01,4,2,8,12.17,235.67,1.5,64,Yes,No,Heavy Rain,Completed,
761,Bengaluru,2025-02-01,22,10,8,23.05,243.26,1.5,42,Yes,Yes,Rain,Completed,
762,Bengaluru,2025-02-01,13,3,9,2.45,484.55,2.0,83,Yes,Yes,Clear,Completed,
763,Bengaluru,2025-02-01,6,1,4,19.55,212.03,1.5,41,Yes,Yes,Rain,Completed,
764,Mumbai,2025-02-01,8,6,5,10.41,529.27,1.2,22,Yes,Yes,Clear,Completed,
765,Delhi,2025-02-01,17,8,3,17.06,211.2,1.0,68,Yes,Yes,Clear,Cancelled,Driver
766,Bengaluru,2025-02-01,13,4,7,10.61,777.6,1.5,32,Yes,Yes,Clear,Completed,
767,Delhi,2025-02-01,19,10,2,20.47,664.76,1.2,71,Yes,Yes,Rain,Completed,
768,Hyderabad,2025-02-01,23,9,5,8.25,193.66,1.2,61,Yes,No,Clear,Completed,
769,Bengaluru,2025-02-02,2,2,8,21.5,267.96,1.5,83,Yes,Yes,Rain,Completed,
770,Delhi,2025-02-02,10,1,9,14.72,499.04,1.2,76,Yes,Yes,Clear,Completed,
771,Mumbai,2025-02-02,8,8,3,18.99,282.41,1.5,97,Yes,No,Rain,Completed,
772,Hyderabad,2025-02-02,22,7,4,7.31,422.25,1.0,40,Yes,Yes,Clear,Completed,
773,Mumbai,2025-02-02,18,4,10,17.71,738.09,1.0,38,Yes,Yes,Clear,Completed,
774,Bengaluru,2025-02-02,17,7,9,14.46,670.87,2.0,42,Yes,Yes,Clear,Completed,
775,Hyderabad,2025-02-02,15,3,3,7.12,267.55,1.2,27,No,Yes,Clear,Cancelled,Rider
776,Bengaluru,2025-02-02,19,2,4,14.14,329.26,1.0,75,Yes,Yes,Clear,Cancelled,Driver
777,Bengaluru,2025-02-02,16,4,6,19.95,706.76,1.2,17,Yes,No,Clear,Cancelled,Rider
778,Bengaluru,2025-02-02,21,3,1,15.92,475.48,1.0,66,Yes,Yes,Clear,Completed,
779,Hyderabad,2025-02-02,0,4,10,11.37,494.01,1.0,16,Yes,No,Clear,Cancelled,Rider
780,Delhi,2025-02-02,4,4,6,21.12,510.93,1.5,51,Yes,Yes,Heavy Rain,Completed,
781,Delhi,2025-02-02,14,8,5,8.12,639.0,1.5,49,Yes,Yes,Clear,Completed,
782,Mumbai,2025-02-02,10,5,7,7.93,153.04,1.5,97,Yes,Yes,Clear,Completed,
783,Delhi,2025-02-02,5,7,8,7.12,275.83,2.0,86,Yes,No,Clear,Cancelled,Driver
784,Mumbai,2025-02-02,15,1,3,21.9,221.47,2.0,39,No,Yes,Clear,Cancelled,System
785,Delhi,2025-02-02,0,5,5,3.73,561.68,1.5,65,No,Yes,Clear,Cancelled,System
786,Delhi,2025-02-02,23,9,3,11.59,549.79,1.2,94,Yes,Yes,Clear,Completed,
787,Hyderabad,2025-02-02,8,1,5,13.7,137.56,1.5,91,Yes,Yes,Clear,Cancelled,Rider
788,Delhi,2025-02-02,9,8,5,10.12,256.33,1.2,35,Yes,No,Heavy Rain,Completed,
789,Bengaluru,2025-02-02,3,9,5,5.75,171.95,1.0,98,Yes,Yes,Clear,Completed,
790,Hyderabad,2025-02-02,15,8,6,8.17,781.64,1.5,23,Yes,Yes,Clear,Completed,
791,Bengaluru,2025-02-02,6,1,5,12.11,205.99,1.5,37,Yes,Yes,Clear,Completed,
792,Hyderabad,2025-02-02,4,2,2,11.52,298.29,1.5,21,Yes,No,Clear,Completed,
793,Bengaluru,2025-02-03,7,3,3,21.75,693.23,1.0,32,Yes,Yes,Clear,Completed,
794,Delhi,2025-02-03,4,9,1,9.11,770.73,2.0,33,Yes,No,Clear,Cancelled,Rider
795,Delhi,2025-02-03,21,4,9,13.02,263.93,1.2,22,Yes,No,Clear,Completed,
796,Mumbai,2025-02-03,9,2,1,23.69,627.07,1.2,28,Yes,No,Clear,Completed,
797,Hyderabad,2025-02-03,3,1,2,11.01,342.17,1.0,37,Yes,Yes,Clear,Completed,
798,Bengaluru,2025-02-03,14,9,9,18.63,180.06,2.0,47,Yes,Yes,Clear,Completed,
799,Mumbai,2025-02-03,18,3,5,21.08,216.22,1.5,28,Yes,Yes,Clear,Completed,
800,Bengaluru,2025-02-03,22,1,4,3.41,351.98,1.5,30,Yes,Yes,Clear,Completed,
801,Mumbai,2025-02-03,22,9,3,8.69,136.41,1.2,30,Yes,Yes,Heavy Rain,Cancelled,Driver
802,Mumbai,2025-02-03,2,3,4,23.86,724.17,1.5,83,Yes,No,Clear,Cancelled,Driver
803,Hyderabad,2025-02-03,6,1,7,15.32,687.28,1.5,80,No,No,Rain,Cancelled,Driver
804,Mumbai,2025-02-03,1,5,5,5.84,676.36,1.0,16,Yes,No,Heavy Rain,Cancelled,System
805,Delhi,2025-02-03,14,5,6,5.62,195.78,1.2,87,Yes,No,Rain,Completed,
806,Mumbai,2025-02-03,3,2,2,5.78,728.66,1.0,98,Yes,Yes,Clear,Cancelled,Driver
807,Mumbai,2025-02-03,20,7,9,23.34,494.11,1.2,59,No,Yes,Clear,Cancelled,Rider
808,Delhi,2025-02-03,22,5,2,5.42,155.53,1.5,49,Yes,Yes,Heavy Rain,Completed,
809,Mumbai,2025-02-03,11,10,4,20.85,521.35,1.0,71,Yes,No,Clear,Completed,
810,Mumbai,2025-02-03,21,4,3,16.61,380.42,1.2,31,Yes,No,Rain,Completed,
811,Hyderabad,2025-02-03,18,3,5,24.47,459.78,1.0,59,Yes,No,Rain,Completed,
812,Bengaluru,2025-02-03,23,5,7,17.93,157.5,1.2,45,Yes,No,Clear,Cancelled,Driver
813,Mumbai,2025-02-03,9,9,3,10.36,693.08,1.0,54,Yes,Yes,Heavy Rain,Completed,
814,Bengaluru,2025-02-03,14,5,7,5.92,729.17,1.0,90,Yes,Yes,Clear,Completed,
815,Hyderabad,2025-02-03,1,7,7,24.14,674.79,1.5,97,Yes,No,Clear,Completed,
816,Hyderabad,2025-02-03,7,1,6,6.38,214.26,1.0,21,Yes,No,Rain,Completed,
817,Delhi,2025-02-04,0,1,8,17.71,164.54,2.0,67,Yes,Yes,Clear,Completed,
818,Mumbai,2025-02-04,19,5,7,20.98,583.37,1.5,42,Yes,Yes,Clear,Completed,
819,Hyderabad,2025-02-04,7,5,5,24.75,674.46,1.0,68,No,No,Rain,Cancelled,Driver
820,Bengaluru,2025-02-04,2,8,5,9.59,418.62,1.5,67,Yes,No,Clear,Completed,
821,Mumbai,2025-02-04,14,2,9,6.41,695.56,2.0,44,No,Yes,Rain,Cancelled,Rider
822,Hyderabad,2025-02-04,10,2,4,7.03,507.2,2.0,52,Yes,Yes,Clear,Completed,
823,Bengaluru,2025-02-04,21,10,6,9.36,535.92,1.0,61,Yes,Yes,Clear,Completed,
824,Hyderabad,2025-02-04,8,6,10,2.98,406.11,1.5,79,Yes,No,Clear,Completed,
825,Bengaluru,2025-02-04,9,8,4,16.57,406.65,1.2,85,Yes,Yes,Clear,Completed,
826,Mumbai,2025-02-04,19,2,1,17.78,780.36,2.0,35,Yes,Yes,Rain,Completed,
827,Hyderabad,2025-02-04,0,8,5,10.36,165.59,1.5,41,Yes,No,Clear,Completed,
828,Mumbai,2025-02-04,19,3,9,18.17,253.39,2.0,62,Yes,Yes,Clear,Completed,
829,Bengaluru,2025-02-04,18,7,5,3.75,500.13,2.0,81,No,Yes,Heavy Rain,Cancelled,System
830,Bengaluru,2025-02-04,15,5,2,10.41,201.71,1.5,27,Yes,No,Clear,Cancelled,System
831,Bengaluru,2025-02-04,10,4,6,9.82,244.99,1.0,64,Yes,No,Clear,Completed,
832,Hyderabad,2025-02-04,10,7,8,3.47,646.77,2.0,25,Yes,Yes,Clear,Cancelled,Rider
833,Delhi,2025-02-04,4,6,6,21.07,422.36,2.0,96,Yes,Yes,Clear,Completed,
834,Bengaluru,2025-02-04,6,1,7,17.73,671.1,1.2,68,Yes,No,Clear,Completed,
835,Hyderabad,2025-02-04,6,6,3,7.72,648.15,1.5,42,Yes,No,Clear,Completed,
836,Bengaluru,2025-02-04,8,3,4,8.41,497.97,1.0,68,Yes,Yes,Rain,Cancelled,System
837,Hyderabad,2025-02-04,7,4,10,22.33,463.09,1.0,68,Yes,No,Clear,Completed,
838,Delhi,2025-02-04,14,5,9,18.42,370.46,1.0,57,Yes,Yes,Clear,Completed,
839,Hyderabad,2025-02-04,0,4,3,3.77,634.93,1.2,35,Yes,Yes,Clear,Completed,
840,Bengaluru,2025-02-04,4,2,9,10.46,242.44,2.0,44,Yes,No,Clear,Completed,
841,Delhi,2025-02-05,4,10,7,5.24,629.3,1.2,63,Yes,Yes,Clear,Completed,
842,Mumbai,2025-02-05,12,9,9,7.65,315.9,1.0,31,Yes,Yes,Clear,Completed,
843,Mumbai,2025-02-05,19,9,2,18.28,155.12,1.0,60,Yes,Yes,Clear,Completed,
844,Bengaluru,2025-02-05,21,2,3,9.36,386.24,2.0,46,Yes,No,Clear,Completed,
845,Delhi,2025-02-05,12,6,5,23.28,405.05,1.5,73,Yes,Yes,Clear,Completed,
846,Delhi,2025-02-05,16,1,6,3.64,552.01,2.0,56,No,No,Rain,Cancelled,Rider
847,Delhi,2025-02-05,3,2,10,23.1,259.49,1.0,48,Yes,Yes,Clear,Cancelled,Rider
848,Mumbai,2025-02-05,21,3,6,2.51,470.03,1.2,95,Yes,Yes,Rain,Cancelled,Rider
849,Delhi,2025-02-05,19,1,10,16.05,414.2,1.5,68,No,Yes,Rain,Cancelled,Rider
850,Bengaluru,2025-02-05,20,7,7,19.81,426.18,1.5,94,No,Yes,Clear,Cancelled,Rider
851,Delhi,2025-02-05,9,5,5,19.66,369.18,1.0,85,Yes,Yes,Clear,Completed,
852,Delhi,2025-02-05,5,2,1,4.61,684.9,2.0,60,Yes,No,Clear,Cancelled,Rider
853,Hyderabad,2025-02-05,13,9,9,23.19,298.53,1.2,51,Yes,Yes,Rain,Completed,
854,Bengaluru,2025-02-05,1,8,7,8.45,206.59,1.2,39,Yes,Yes,Clear,Completed,
855,Delhi,2025-02-05,12,4,2,14.73,460.78,1.0,90,Yes,No,Clear,Completed,
856,Bengaluru,2025-02-05,5,8,8,22.25,184.62,1.0,74,Yes,Yes,Clear,Completed,
857,Mumbai,2025-02-05,5,6,10,13.5,760.23,1.5,66,Yes,No,Rain,Completed,
858,Bengaluru,2025-02-05,15,7,10,9.95,323.19,1.0,42,Yes,Yes,Clear,Completed,
859,Delhi,2025-02-05,0,10,9,11.07,121.66,1.2,36,No,Yes,Clear,Cancelled,Rider
860,Bengaluru,2025-02-05,10,7,6,22.4,580.04,1.5,44,No,Yes,Rain,Cancelled,Rider
861,Hyderabad,2025-02-05,22,7,2,9.0,176.65,1.5,59,Yes,Yes,Clear,Completed,
862,Delhi,2025-02-05,4,5,5,14.55,521.22,1.0,57,Yes,Yes,Rain,Completed,
863,Bengaluru,2025-02-05,22,7,2,6.51,702.33,2.0,67,Yes,No,Rain,Completed,
864,Mumbai,2025-02-05,1,6,2,9.42,670.24,1.5,89,Yes,No,Rain,Cancelled,System
865,Hyderabad,2025-02-06,14,1,3,3.32,188.25,1.0,48,Yes,Yes,Clear,Completed,
866,Bengaluru,2025-02-06,7,6,1,23.77,152.81,1.2,70,No,Yes,Clear,Cancelled,Rider
867,Delhi,2025-02-06,17,7,6,6.05,330.68,2.0,66,Yes,Yes,Rain,Cancelled,Rider
868,Delhi,2025-02-06,0,4,5,5.51,387.54,1.5,87,Yes,Yes,Heavy Rain,Cancelled,Rider
869,Delhi,2025-02-06,21,8,4,2.55,599.34,1.0,37,Yes,Yes,Rain,Completed,
870,Mumbai,2025-02-06,23,5,10,5.42,650.52,1.0,89,Yes,No,Clear,Completed,
871,Mumbai,2025-02-06,17,4,5,21.01,211.58,1.2,98,No,Yes,Clear,Cancelled,Rider
872,Hyderabad,2025-02-06,0,5,4,14.14,372.03,2.0,36,Yes,Yes,Clear,Completed,
873,Hyderabad,2025-02-06,2,2,2,3.3,525.31,1.2,52,Yes,No,Clear,Completed,
874,Mumbai,2025-02-06,22,6,9,15.63,608.37,1.2,40,Yes,No,Rain,Cancelled,Driver
875,Delhi,2025-02-06,11,6,2,19.82,584.64,1.0,70,Yes,No,Clear,Completed,
876,Mumbai,2025-02-06,23,2,7,6.37,323.42,1.5,79,Yes,Yes,Clear,Completed,
877,Mumbai,2025-02-06,2,7,1,17.39,478.39,1.0,87,Yes,Yes,Rain,Completed,
878,Mumbai,2025-02-06,15,3,10,7.76,400.33,1.5,41,Yes,Yes,Heavy Rain,Completed,
879,Delhi,2025-02-06,17,6,8,10.97,168.39,1.2,95,Yes,No,Clear,Completed,
880,Bengaluru,2025-02-06,22,4,6,23.36,238.49,1.2,50,Yes,Yes,Clear,Cancelled,Rider
881,Hyderabad,2025-02-06,21,5,5,23.38,510.01,2.0,16,Yes,Yes,Clear,Cancelled,Rider
882,Delhi,2025-02-06,17,4,10,24.42,738.67,1.0,32,Yes,Yes,Clear,Completed,
883,Bengaluru,2025-02-06,23,7,5,8.68,361.29,2.0,67,Yes,Yes,Clear,Completed,
884,Delhi,2025-02-06,16,5,3,19.48,310.07,2.0,59,Yes,Yes,Clear,Cancelled,System
885,Bengaluru,2025-02-06,15,10,3,18.95,191.0,1.0,71,Yes,Yes,Clear,Completed,
886,Bengaluru,2025-02-06,5,7,4,22.59,732.25,1.0,36,Yes,Yes,Clear,Cancelled,Rider
887,Hyderabad,2025-02-06,20,6,6,17.84,203.96,2.0,23,Yes,No,Clear,Completed,
